isbn13,authors,original_publication_year,title,language_code,average_rating,cover_type,pages
9780061914170.0,Gary Vaynerchuk,2009.0,Crush It!: Why Now Is the Time to Cash In on Your Passion,en-US,3.85,0,1388
9780743435740.0,David Weber,1994.0,Field of Dishonor (Honor Harrington   #4),eng,4.19,1,997
9780743225080.0,Tony Parsons,1999.0,Man and Boy (Harry Silver   #1),eng,3.55,0,913
9781409113970.0,Maeve Binchy,2010.0,Minding Frankie,eng,3.78,0,1241
9780060525650.0,Erin Hunter,2004.0,A Dangerous Path (Warriors   #5),eng,4.42,0,721
9780451464960.0,Anne Bishop,2013.0,Written in Red (The Others   #1),eng,4.29,0,1356
9780312368460.0,Chelsea Cain,2007.0,Heartsick (Archie Sheridan & Gretchen Lowell   #1),eng,3.92,0,793
9780385333140.0,Anna Quindlen,1998.0,Black and Blue,eng,3.86,1,1109
9781576469230.0,Emmuska Orczy,1905.0,The Scarlet Pimpernel,eng,4.06,1,1089
9781421511830.0,Arina Tanemura,2005.0,The Gentlemen's Alliance †   Vol. 1,eng,3.96,1,1093
9780316211290.0,James Patterson   Maxine Paetro,2014.0,Unlucky 13 (Women’s Murder Club   #13),eng,3.94,1,1042
9780441016390.0,Jim Butcher,2008.0,Princeps' Fury (Codex Alera   #5),en-US,4.35,1,1344
9781616552950.0,Gene Luen Yang   Michael Dante DiMartino   Bryan Konietzko   Gurihiru,2014.0,Avatar: The Last Airbender (The Rift   #1),eng,4.33,1,924
9781484148040.0,Nicole  Williams,2013.0,Lost & Found (Lost & Found   #1),eng,4.13,0,1049
9780844662920.0,David McCullough,1968.0,The Johnstown Flood,eng,4.11,0,626
9780553297980.0,Kevin J. Anderson,1994.0,Jedi Search (Star Wars: The Jedi Academy Trilogy   #1),eng,3.64,1,824
9781625173430.0,Ilona Andrews,2012.0,Clean Sweep (Innkeeper Chronicles   #1),eng,4.2,1,1449
9780141182350.0,H.P. Lovecraft   S.T. Joshi,1926.0,The Call of Cthulhu and Other Weird Stories,en-US,4.25,1,1044
9780385336000.0,Diana Gabaldon,1993.0,Voyager (Outlander   #3),eng,4.38,0,1209
9781442402000.0,Kelly Creagh,2010.0,Nevermore (Nevermore   #1),en-US,3.87,0,1228
9780544025840.0,Kimberly Rae Miller,2013.0,Coming Clean,en-US,3.88,1,732
9780374533570.0,Matthew Quick,2008.0,The Silver Linings Playbook,en-US,4.0,0,1362
9781512038570.0,T.M. Frazier,2015.0,King (King   #1),eng,4.24,0,1494
9781421506260.0,Tsugumi Ohba   Takeshi Obata,2005.0,Death Note   Vol. 5: Whiteout (Death Note   #5),eng,4.35,1,868
9781400064560.0,Peter Benchley,1974.0,Jaws,eng,3.96,1,1428
9780061941020.0,Wally Lamb,2013.0,We Are Water,eng,3.79,0,1002
9780316213070.0,Holly Black,2015.0,The Darkest Part of the Forest,eng,3.91,1,1162
9780743497300.0,Mary Higgins Clark,2006.0,Two Little Girls in Blue,en-US,3.85,1,1074
9780679433130.0,Dante Alighieri   Allen Mandelbaum   Eugenio Montale,1308.0,The Divine Comedy,eng,4.06,0,1135
9780062348680.0,Becky Albertalli,2015.0,Simon vs. the Homo Sapiens Agenda,eng,4.26,0,555
9780060580670.0,James Rollins,2004.0,Sandstorm (Sigma Force   #1),eng,3.94,0,705
9789993911560.0,Roger Zelazny,1978.0,The Courts of Chaos (The Chronicles of Amber #5),eng,4.19,0,1336
9780399256750.0,Marie Lu,2011.0,Legend (Legend   #1),eng,4.19,1,1109
9780142414930.0,John Green,2008.0,Paper Towns,en-US,3.88,1,721
9780425205820.0,John Sandford,1989.0,Rules of Prey (Lucas Davenport   #1),en-US,4.13,0,937
9780143038110.0,Amy Tan,1991.0,The Kitchen God's Wife,en-US,3.98,1,523
9780595440090.0,Lisa Genova,2007.0,Still Alice,eng,4.3,1,1406
9780316234470.0,Kass Morgan,2013.0,The 100 (The 100   #1),eng,3.56,0,1023
9780553298020.0,Kevin J. Anderson,1994.0,Champions of the Force (Star Wars: The Jedi Academy Trilogy   #3),eng,3.67,0,1308
9780385538500.0,Jennifer McMahon,2014.0,The Winter People,eng,3.76,0,999
9780787960760.0,Patrick Lencioni,2002.0,The Five Dysfunctions of a Team: A Leadership Fable,eng,4.01,1,1204
9780061996180.0,Cynthia Hand,2012.0,Hallowed (Unearthly   #2),eng,4.15,0,1383
9781405204670.0,Jean de Brunhoff,1933.0,Babar the King,en-US,4.18,1,699
9780385721810.0,Julie Otsuka,2002.0,When the Emperor Was Divine,eng,3.7,0,1411
9780375701240.0,James Agee,1957.0,A Death in the Family,eng,3.92,1,1048
9780064402750.0,Barbara Robinson,1972.0,The Best Christmas Pageant Ever (The Herdmans #1),en-US,4.18,0,1386
9780062128030.0,Megan Shepherd,2013.0,The Madman’s Daughter (The Madman’s Daughter   #1),eng,3.69,1,1447
9780618084750.0,Carson McCullers,1940.0,The Heart is a Lonely Hunter,eng,3.97,0,730
9780722536540.0,Paulo Coelho,1996.0,The Fifth Mountain,eng,3.61,1,1368
9781558745160.0,Dave Pelzer,1997.0,The Lost Boy (Dave Pelzer #2),eng,4.08,0,709
9780142001820.0,Susan Vreeland,2001.0,The Passion of Artemisia,eng,3.86,0,917
9780060764890.0,C.S. Lewis,1950.0,The Lion   the Witch   and the Wardrobe (Chronicles of Narnia   #1),eng,4.19,0,897
9781301895620.0,Kristen Ashley,2013.0,Rock Chick Revolution (Rock Chick   #8),eng,4.46,0,1490
9781563894280.0,Garth Ennis   Steve Dillon,1998.0,Preacher   Volume 5: Dixie Fried,eng,4.29,0,1186
9789645571760.0,Heinrich Böll   محمد اسماعیل‌زاده,1963.0,عقاید یک دلقک,per,4.05,0,719
9780553807060.0,Dean Koontz,2008.0,Odd Hours (Odd Thomas   #4),eng,3.92,0,858
9780340606510.0,Thomas Keneally,1982.0,Schindler's List,eng,4.34,0,1376
9780441014740.0,Patricia Briggs,2007.0,Blood Bound (Mercy Thompson   #2),eng,4.31,1,1431
9780452297650.0,Natasha Solomons,2011.0,The House at Tyneford,eng,3.78,0,1015
9780671037700.0,Ray Bradbury,1957.0,Dandelion Wine (Green Town   #1),eng,4.08,1,1090
9780752865330.0,Dashiell Hammett,1930.0,The Maltese Falcon,eng,3.92,0,1348
9780439366780.0,Katherine Paterson,1977.0,Bridge to Terabithia,eng,3.98,0,1149
9780061160880.0,Elizabeth  George,2010.0,This Body of Death (Inspector Lynley   #16),en-US,4.01,1,954
9780385341680.0,Karen Marie Moning,2011.0,Shadowfever (Fever   #5),en-US,4.46,0,583
9780734411850.0,Jessica Shirvington,2010.0,Embrace (The Violet Eden Chapters   #1),eng,4.01,0,1165
9781416551610.0,Kristin Kimball,2010.0,The Dirty Life: On Farming   Food   and Love,eng,4.04,0,877
9780552148060.0,David Eddings,1991.0,The Seeress of Kell (The Malloreon   #5),eng,4.12,1,580
9781595541220.0,Frank E. Peretti,2005.0,Monster,en-US,3.8,1,705
9780812977360.0,Kurt Vonnegut Jr.,2005.0,A Man Without a Country,eng,4.07,1,957
9780399214580.0,Jane Yolen   John Schoenherr,1987.0,Owl Moon,eng,4.2,0,992
9780394837370.0,Stan Berenstain   Jan Berenstain,1978.0,The Berenstain Bears Go to School,en-US,4.28,0,1346
9780803283860.0,Black Elk   John G. Neihardt,1932.0,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,en-GB,4.13,0,1472
9780385523390.0,Piper Kerman,2010.0,Orange Is the New Black,eng,3.7,0,686
9781563894820.0,Warren Ellis   Darick Robertson,1999.0,Transmetropolitan   Vol. 2: Lust for Life (Transmetropolitan   #2),eng,4.35,0,1035
9780385342940.0,Annie Barrows,2015.0,The Truth According to Us,eng,3.75,1,766
9780553291000.0,Isaac Asimov   Robert Silverberg,1970.0,Nightfall,eng,4.01,1,894
9780061043500.0,Dorothy L. Sayers,1935.0,Gaudy Night (Lord Peter Wimsey   #12),eng,4.26,0,879
9780007173040.0,Dr. Seuss,1957.0,How the Grinch Stole Christmas!,eng,4.36,0,686
9780385737940.0,James Dashner,2009.0,The Maze Runner (Maze Runner   #1),eng,4.02,0,1397
9781400068100.0,Teju Cole,2011.0,Open City,eng,3.5,1,1251
9781594747590.0,Ransom Riggs,2015.0,Library of Souls (Miss Peregrine's Peculiar Children   #3),eng,4.15,0,1027
9781451626070.0,Philippa Gregory   Mirjana Valent,2012.0,The Kingmaker's Daughter (The Plantagenet and Tudor Novels   #4),eng,3.95,1,542
9780316011270.0,Julie Anne Peters,2004.0,Luna,en-US,3.86,1,971
9780140275360.0,Homer   Robert Fagles   Frédéric Mugler   Bernard Knox,-750.0,The Iliad,eng,3.83,1,1250
9780786927720.0,R.A. Salvatore,2001.0,Sea of Swords (Forgotten Realms: Paths of Darkness   #4; Legend of Drizzt   #13),eng,4.07,1,1385
9780307959850.0,P.D. James,2012.0,Death Comes to Pemberley,eng,3.21,1,599
9780810996170.0,Jeff Kinney,2010.0,The Wimpy Kid Movie Diary (Diary of a Wimpy Kid),en-US,4.16,1,1432
9780340884360.0,Robert Muchamore,2005.0,Maximum Security (Cherub   #3),eng,4.24,0,667
9780088619450.0,Italo Calvino   William Weaver,1979.0,If on a Winter's Night a Traveler,eng,4.08,1,1449
9780062224070.0,Neil Gaiman   Skottie Young,2013.0,Fortunately   the Milk,eng,4.04,1,1488
9780525467270.0,A.A. Milne   Ernest H. Shepard,1961.0,The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh   #1-4),en-US,4.49,0,970
9781599900580.0,Jessica Day George,2006.0,Dragon Slippers (Dragon Slippers   #1),en-US,4.22,1,749
9780765329580.0,Kristen Simmons,2012.0,Article 5 (Article 5   #1),en-US,3.78,1,784
9780451530300.0,D.H. Lawrence   Daphne Merkin,1915.0,The Rainbow,eng,3.67,0,1177
9780062268340.0,Amy Poehler,2014.0,Yes Please,eng,3.81,1,1365
9780670021050.0,Geraldine Brooks,2011.0,Caleb's Crossing,eng,3.81,1,1375
9780307887440.0,Ernest Cline,2011.0,Ready Player One,eng,4.31,1,1491
9780590554090.0,Tamora Pierce,1998.0,Tris's Book (Circle of Magic   #2),eng,4.07,0,549
9781407247430.0,Philip K. Dick,1965.0,The Three Stigmata of Palmer Eldritch,eng,4.01,0,1376
9781400032530.0,Joseph J. Ellis,2004.0,His Excellency: George Washington,eng,3.9,1,601
9780316243710.0,Michael J. Sullivan,2013.0,The Crown Tower (The Riyria Chronicles   #1),eng,4.31,0,960
9780679456210.0,Gloria Steinem,2015.0,My Life on the Road,eng,4.08,0,975
9780425197230.0,Nora Roberts,1994.0,Hidden Riches,en-US,3.97,0,602
9781400067660.0,Jon Meacham,2012.0,Thomas Jefferson: The Art of Power,eng,3.99,1,1330
9780061985880.0,Kiersten White,2012.0,Endlessly (Paranormalcy   #3),eng,3.99,1,797
9780552163290.0,Sarra Manning,2011.0,You Don't Have to Say You Love Me,eng,3.97,1,1453
9781423168230.0,Jennifer Lynn Barnes,2013.0,The Naturals (The Naturals   #1),eng,4.16,1,1002
9780230744270.0,Martin Sixsmith,2009.0,The Lost Child of Philomena Lee: A Mother   Her Son and a 50 Year Search,eng,3.65,1,1024
9780449208280.0,Dorothy Gilman,1966.0,The Unexpected Mrs. Pollifax  (Mrs. Pollifax #1),eng,4.14,0,871
9780399157040.0,J.D. Robb   Nora Roberts,2011.0,Treachery in Death (In Death   #32),en-US,4.43,1,1025
9780451223300.0,Stephen King,1980.0,The Mist,en-US,3.92,1,1246
9780743453260.0,Winston Groom,1986.0,Forrest Gump (Forrest Gump   #1),eng,4.06,1,517
9780060975780.0,Denis Johnson,1992.0,Jesus' Son,eng,4.15,1,1462
9780446613380.0,James Patterson   Howard Roughan,2005.0,Honeymoon (Honeymoon   #1),eng,3.81,0,993
9780718149860.0,Marian Keyes,2009.0,The Brightest Star in the Sky,en-GB,3.65,0,799
9780747599880.0,J.K. Rowling,2007.0,The Tales of Beedle the Bard,en-US,4.06,1,716
9780307237900.0,Karen Harper,1983.0,The Last Boleyn,eng,4.04,0,561
9780060652940.0,C.S. Lewis,1943.0,The Abolition of Man,en-US,4.07,1,535
9781594488870.0,Nick Hornby,2009.0,Juliet   Naked,en-US,3.48,0,782
9780060809250.0,Gaston Leroux   Alexander Teixeira de Mattos,1909.0,The Phantom of the Opera,eng,3.97,1,1200
9780061449060.0,Michael  Grant,2009.0,Hunger (Gone   #2),eng,4.02,1,636
9781590171690.0,Stefan Zweig   Joel Rotenberg   Hans Hausmann   Dirk Muller   Peter Gay   Willy Trenk-Trebitsch   Mario Adorf   Gert Westphal,1941.0,Chess Story,eng,4.28,1,802
9780679763310.0,Kay Redfield Jamison,1995.0,An Unquiet Mind: A Memoir of Moods and Madness,eng,4.03,1,551
9781414310570.0,Dee Henderson,2001.0,The Guardian (O'Malley #2),eng,4.4,1,705
9780679735720.0,Martin Amis,1991.0,Time's Arrow,eng,3.78,0,548
9781466867500.0,Jeffrey Archer,2016.0,Cometh the Hour (The Clifton Chronicles   #6),eng,4.13,0,925
9780061020020.0,L.J. Smith,1991.0,The Struggle (The Vampire Diaries   #2),eng,3.5,0,1294
9781907411050.0,Veronica Rossi,2011.0,Under the Never Sky (Under the Never Sky   #1),en-GB,4.01,0,1273
9780375424500.0,Alexander McCall Smith,2009.0,Tea Time for the Traditionally Built (No. 1 Ladies' Detective Agency   #10),eng,4.11,1,562
9780345352670.0,David Eddings,1985.0,Guardians of the West (The Malloreon   #1),en-US,4.09,0,1309
9780345534520.0,Bill Dedman   Paul Clark Newell Jr.,2013.0,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,eng,3.76,0,838
9780755309510.0,Victoria Hislop,2005.0,The Island,en-GB,3.99,1,1099
9780857382210.0,Peter  May,2011.0,The Lewis Man (The Lewis Trilogy   #2),eng,4.2,0,816
9780307269200.0,Haruki Murakami   Philip Gabriel,2007.0,What I Talk About When I Talk About Running,eng,3.79,1,881
9780857520660.0,Rachel Joyce,2013.0,Perfect,eng,3.54,1,644
9780749955920.0,J.D. Robb,2012.0,Celebrity in Death (In Death   #34),eng,4.28,1,1239
9781931514610.0,Ai Yazawa,2000.0,Paradise Kiss   Vol. 1 (Paradise Kiss   #1),eng,4.11,1,1256
9780440415790.0,Patricia Reilly Giff,2002.0,Pictures of Hollis Woods,eng,4.0,1,841
9780099408390.0,Maurice Sendak,1963.0,Where the Wild Things Are,eng,4.22,1,1212
9781857988090.0,Richard Matheson,1954.0,I Am Legend,eng,4.07,1,1174
9780385339700.0,John Grisham,1996.0,The Runaway Jury,eng,3.96,1,840
9780316187750.0,Michael J. Sullivan,2011.0,Theft of Swords (The Riyria Revelations   #1-2),eng,4.21,1,666
9780140143450.0,Michael   Lewis,1989.0,Liar's Poker,en-US,4.16,0,1303
9780553381660.0,Jean M. Auel,1990.0,The Plains of Passage (Earth's Children   #4),en-US,3.77,1,1068
9780307592840.0,Jennifer Egan,2010.0,A Visit from the Goon Squad,eng,3.64,0,1473
9780312368470.0,Chelsea Cain,2008.0,Sweetheart (Archie Sheridan & Gretchen Lowell   #2),en-US,4.05,1,635
9780061351430.0,Slash   Anthony Bozza,2007.0,Slash,en-US,3.96,1,1342
9781400034210.0,W. Somerset Maugham,1944.0,The Razor's Edge,eng,4.18,0,620
9780446611080.0,James Patterson,2001.0,Suzanne's Diary for Nicholas,eng,4.16,1,620
9780879234620.0,Charles Baudelaire   Richard Howard,1857.0,Les Fleurs du Mal,eng,4.26,1,765
9780345485760.0,Steve Berry,2007.0,The Alexandria Link (Cotton Malone   #2),eng,3.92,1,991
9780373802490.0,Maria V. Snyder,2006.0,Magic Study (Study   #2),eng,4.06,1,1053
9780802133910.0,Juan Rulfo   Margaret Sayers Peden   Susan Sontag,1955.0,Pedro Páramo,eng,4.04,0,1098
9780786886300.0,Malika Oufkir   Michèle Fitoussi,1999.0,Stolen Lives: Twenty Years in a Desert Jail,eng,4.08,0,1382
9780060744520.0,Erin Hunter,2005.0,Midnight (Warriors: The New Prophecy   #1),eng,4.26,1,530
9780312987860.0,Jennifer Crusie,2004.0,Bet Me,eng,3.95,1,528
9780743484370.0,Mary Higgins Clark,1977.0,A Stranger Is Watching,eng,3.91,0,780
9780505527840.0,Jana Deleon,2009.0,Trouble in Mudbug (Ghost-in-Law   #1),en-US,3.92,1,1086
9780062306810.0,Jessie Burton,2014.0,The Miniaturist,eng,3.58,1,1349
9780857662930.0,Ramez Naam,2012.0,Nexus (Nexus   #1),eng,4.06,1,1167
9780425273870.0,Sylvia Day,2014.0,Captivated by You (Crossfire   #4),eng,4.06,0,697
9780316184140.0,Emily Dickinson   Thomas H. Johnson,1890.0,The Complete Poems of Emily Dickinson,eng,4.21,1,957
9781439147980.0,Jennifer Estep,2010.0,Spider's Bite (Elemental Assassin   #1),eng,3.87,0,1009
9781416997920.0,Brandon Mull,2011.0,A World Without Heroes (Beyonders   #1),en-US,4.07,1,1118
9780446400150.0,Ellis Peters,1977.0,A Morbid Taste for Bones (Chronicles of Brother Cadfael   #1),en-US,3.99,1,524
9780688156820.0,Tim Burton,1997.0,The Melancholy Death of Oyster Boy and Other Stories,en-US,4.13,0,955
9780547152610.0,Gary D. Schmidt,2011.0,Okay for Now,en-US,4.19,0,1417
9780143036470.0,Koren Zailckas,2005.0,Smashed: Story of a Drunken Girlhood,en-US,3.5,1,733
9781600102370.0,Joe Hill   Gabriel Rodríguez,2008.0,Locke & Key   Vol. 1: Welcome to Lovecraft,en-US,4.18,1,1190
9780316074160.0,Gail Carriger,2010.0,Blameless (Parasol Protectorate   #3),eng,4.01,0,1027
9780061767610.0,Lauren Conrad,2010.0,Sweet Little Lies (L.A. Candy   #2),en-US,3.53,0,1322
9780671664270.0,Neil Gaiman,1987.0,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,eng,4.31,1,1320
9780064407690.0,Lemony Snicket   Brett Helquist,2000.0,The Wide Window (A Series of Unfortunate Events   #3),eng,3.91,0,604
9780553583180.0,Joseph Murphy   Ian McMahan,1962.0,The Power of Your Subconscious Mind,en-US,4.12,0,1429
9780142437250.0,Herman Melville   Andrew Delbanco   Tom Quirk,1851.0,Moby-Dick or   The Whale,eng,3.46,0,1235
9780062104890.0,Soman Chainani,2013.0,The School for Good and Evil (The School for Good and Evil   #1),eng,4.0,1,562
9780439856260.0,Garth Nix,2003.0,Mister Monday (The Keys to the Kingdom   #1),eng,3.77,0,1235
9780440221320.0,Danielle Steel,1986.0,The Gift,en-US,3.91,0,853
9781250000250.0,P.C. Cast   Kristin Cast,2012.0,Lenobia's Vow (House of Night Novellas   #2),en-US,4.16,1,1014
9780375714670.0,Marjane Satrapi   Anjali Singh,2006.0,Embroideries,eng,3.82,0,1247
9780452281260.0,Ayn Rand,1938.0,Anthem,eng,3.62,1,903
9781563899420.0,Bill Willingham   Lan Medina   Steve Leialoha   Craig Hamilton   James Jean,2001.0,Fables   Vol. 1: Legends in Exile,eng,3.99,0,1250
9781451665600.0,Stephen King,2011.0,Mile 81,eng,3.62,0,1052
9780060735430.0,Christopher Moore,1994.0,Coyote Blue,en-US,3.75,1,598
9780439858020.0,John Marsden,1996.0,Darkness   Be My Friend (Tomorrow   #4),en-US,4.11,0,1375
9780385337380.0,Samuel Shem   John Updike,1978.0,The House of God,eng,3.95,1,530
9780399175170.0,Nora Roberts,2016.0,The Obsession,eng,4.18,1,1303
9781476763120.0,Mary Higgins Clark   Alafair Burke,2014.0,The Cinderella Murder (Under Suspicion   #2),eng,3.81,1,1287
9780312424400.0,Marilynne Robinson,2004.0,Gilead (Gilead   #1),en-US,3.84,1,1413
9780307270000.0,Stieg Larsson   Reg Keeland,2007.0,The Girl Who Kicked the Hornet's Nest (Millennium   #3),en-US,4.2,1,1414
9780451411520.0,Katie MacAlister,2004.0,You Slay Me (Aisling Grey #1),en-US,4.01,0,1115
9780316058440.0,Richard Atwater   Florence Atwater   Robert Lawson,1938.0,Mr. Popper's Penguins,eng,3.95,1,1072
9780385354200.0,Jo Nesbø   Neil Smith,2014.0,Blood on Snow (Blood on Snow   #1),eng,3.5,0,1242
9780440236730.0,Harlan Coben,2002.0,Gone for Good,eng,4.1,0,969
9780373773110.0,Gena Showalter,2008.0,The Darkest Pleasure (Lords of the Underworld #3),eng,4.28,1,1320
9781250052380.0,Kylie Scott,2014.0,Lead (Stage Dive   #3),eng,4.32,0,751
9780425183240.0,Benedict Freedman   Nancy Freedman,1947.0,Mrs. Mike (Mrs. Mike   #1),eng,4.13,1,1244
9781400096690.0,Chris Cleave,2005.0,Incendiary,eng,3.59,1,1196
9780552562520.0,Michael Scott,2007.0,The Alchemyst (The Secrets of the Immortal Nicholas Flamel   #1),eng,3.84,1,715
9780451527550.0,Booker T. Washington   Ishmael Reed,1900.0,Up from Slavery,eng,4.09,1,759
9780553805380.0,Stephen Hawking   Leonard Mlodinow,2010.0,The Grand Design,eng,4.0,0,1176
9780451155760.0,Stephen King,1979.0,The Dead Zone,en-US,3.9,0,1320
9780060653200.0,C.S. Lewis,1949.0,The Weight of Glory,eng,4.41,0,520
9781593079790.0,Gerard Way   Gabriel Bá   Dave Stewart   Nate Piekos   Tony Ong,2007.0,The Umbrella Academy   Vol. 1: The Apocalypse Suite,eng,3.97,0,627
9781416554840.0,Richard Bachman   Stephen King,2007.0,Blaze,en-US,3.65,1,1426
9780345524590.0,Ben Aaronovitch,2011.0,Moon Over Soho (Peter Grant   #2),eng,4.1,0,879
9781250000970.0,Jeffrey Archer,2012.0,The Sins of the Father (The Clifton Chronicles   #2),eng,4.01,1,503
9781455566020.0,David Baldacci,2016.0,The Last Mile (Amos Decker   #2),eng,4.22,1,973
9780804177990.0,Julia Heaberlin,2015.0,Black-Eyed Susans,eng,3.78,1,1085
9780785122140.0,Chris Claremont   John Byrne,1983.0,X-Men: The Dark Phoenix Saga,eng,4.26,1,1410
9780006280900.0,C.S. Lewis,1960.0,The Four Loves,en-US,4.16,1,979
9788129135730.0,Chetan Bhagat,2014.0,Half Girlfriend,en-CA,3.16,0,1163
9780375822070.0,Roald Dahl   Quentin Blake,1970.0,Fantastic Mr. Fox,eng,4.03,0,1290
9781442435000.0,Morgan Matson,2014.0,Since You've Been Gone,eng,4.19,0,504
9780375814710.0,Tamora Pierce,2011.0,Mastiff (Beka Cooper   #3),en-US,4.24,1,509
9781416927840.0,Marguerite Henry   Wesley Dennis,1947.0,Misty of Chincoteague (Misty   #1),eng,4.04,0,655
9780451232690.0,Gwen Hayes,2011.0,Falling Under (Falling Under   #1),eng,3.78,0,1136
9780553258480.0,Leon Uris,1958.0,Exodus,eng,4.33,1,540
9780765354710.0,Eric S. Nylund,2006.0,Halo: Ghosts of Onyx,en-US,4.15,1,878
9780486434090.0,Fyodor Dostoyevsky   Ergin Altay,1861.0,The House of the Dead,eng,4.03,0,662
9780374104110.0,Jeff VanderMeer,2014.0,Authority (Southern Reach   #2),eng,3.55,1,1418
9780515122730.0,Nora Roberts,1997.0,Sanctuary,eng,3.87,0,682
9781455503250.0,Lily Koppel,2013.0,The Astronaut Wives Club,eng,3.26,1,1376
9780312306340.0,Janet Evanovich,2007.0,Plum Lovin' (Stephanie Plum   #12.5),en-US,3.7,0,1367
9780451530170.0,W. Somerset Maugham   Benjamin DeMott   Maeve Binchy,1915.0,Of Human Bondage,eng,4.11,1,797
9781442445800.0,Suzanne Young,2013.0,The Program (The Program   #1),eng,4.07,0,535
9784063347760.0,Naoko Takeuchi   武内 直子,1991.0,美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1],jpn,4.28,0,669
9780385353780.0,Garth Risk Hallberg,2015.0,City on Fire,eng,3.42,0,1401
9780446675370.0,Rudolfo Anaya,1972.0,Bless Me   Ultima,en-US,3.74,1,884
9780393311200.0,Nicholas Meyer,1974.0,The Seven-Percent Solution,eng,4.14,0,622
9780812967130.0,John Wyndham,1951.0,The Day of the Triffids,eng,4.0,0,1199
9781250014470.0,Darynda Jones,2012.0,Fourth Grave Beneath My Feet (Charley Davidson   #4),eng,4.4,1,893
9781594487130.0,Jon Ronson,2015.0,So You've Been Publicly Shamed,eng,3.91,1,1166
9780691097500.0,Anonymous   Richard Wilhelm   Cary F. Baynes   C.G. Jung,-750.0,The I Ching or Book of Changes,eng,4.18,0,519
9780439706380.0,Jeff Smith   Steve Hamaker,1997.0,The Dragonslayer (Bone   #4),eng,4.33,1,817
9781847679440.0,Glen Duncan,2011.0,The Last Werewolf (The Last Werewolf   #1),eng,3.47,1,864
9780312243360.0,Philip Gourevitch,1998.0,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,en-US,4.3,1,1301
9780515103300.0,Truddi Chase   Robert A. Phillips Jr.,1980.0,When Rabbit Howls,en-GB,4.03,0,554
9780446616620.0,Nelson DeMille,2004.0,Night Fall (John Corey   #3),eng,4.07,1,1376
9780316133200.0,Stephenie Meyer   Young Kim,2011.0,Twilight: The Graphic Novel   Vol. 2  (Twilight: The Graphic Novel   #2),en-US,4.26,0,757
9780316012330.0,Darren Shan,2005.0,Lord Loss (The Demonata   #1),eng,4.21,0,581
9781563898690.0,Jeph Loeb   Tim Sale,2000.0,Batman: Dark Victory,eng,4.11,0,1349
9780143036530.0,Neil Postman   Andrew Postman,1985.0,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,eng,4.14,0,822
9781411608310.0,J.L. Bourne,2004.0,Day by Day Armageddon (Day by Day Armageddon  #1),eng,4.01,0,679
9780842335720.0,Francine Rivers,1999.0,Leota's Garden,eng,4.07,1,1404
9780545123280.0,Maggie Stiefvater,2010.0,Linger (The Wolves of Mercy Falls   #2),en-US,3.91,0,1211
9780316040860.0,Pseudonymous Bosch   Gilbert Ford,2009.0,This Book Is Not Good for You (Secret   #3),en-US,4.29,1,1242
9781442364460.0,Vince Flynn   Kyle Mills   Armand Schultz,2015.0,The Survivor (Mitch Rapp   #14),eng,4.2,0,1086
9780553572390.0,Kim Stanley Robinson,1994.0,Green Mars (Mars Trilogy   #2),en-GB,3.91,1,707
9780143035300.0,Jacqueline Winspear,2004.0,Birds of a Feather (Maisie Dobbs   #2),en-US,3.95,1,842
9780312966200.0,James Herriot,1981.0,The Lord God Made Them All,en-US,4.39,0,951
9780446667910.0,Michael Connelly,2000.0,A Darkness More Than Night (Harry Bosch   #7; Terry McCaleb   #2; Harry Bosch Universe   #9),eng,4.12,1,512
9781853260740.0,Daniel Defoe,1722.0,Moll Flanders,eng,3.5,1,794
9780374193680.0,David Levithan,2011.0,The Lover's Dictionary,en-US,3.89,0,712
9781571741040.0,Neale Donald Walsch,1996.0,Conversations With God: An Uncommon Dialogue   Book 3,eng,4.18,1,1338
9781416974530.0,L.J. Smith,2009.0,Night World   No. 3 (Night World   #7-9),en-US,4.2,1,1298
9780385733590.0,Michael Scott,2008.0,The Magician (The Secrets of the Immortal Nicholas Flamel   #2),eng,4.09,1,586
9780465028020.0,Jonathan Haidt,2005.0,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,eng,4.12,0,1289
9780316405350.0,James Patterson   David Ellis,2014.0,Invisible,eng,4.05,0,599
9780525953500.0,Harlan Coben,2015.0,The Stranger,eng,3.85,1,507
9780312379830.0,P.C. Cast   Kristin Cast,2008.0,Untamed (House of Night   #4),en-US,3.95,1,1046
9780425220160.0,Nalini Singh,2008.0,Mine to Possess (Psy-Changeling #4),eng,4.13,1,1393
9781842323010.0,Nevil Shute,1950.0,A Town Like Alice,eng,4.12,0,1214
9780448421650.0,Marjorie Flack   Kurt Wiese,1933.0,The Story About Ping,en-US,4.15,1,892
9780312270830.0,Salman Rushdie,1988.0,The Satanic Verses,eng,3.71,0,1071
9780140014460.0,Iris Murdoch,1954.0,Under the Net,eng,3.76,0,1199
9780812995340.0,George Saunders,2017.0,Lincoln in the Bardo,eng,3.93,0,725
